author	voteUpCount	voteDownCount	text	id	timestamp	title	description	url	stance1	stance2	annotatedSarcastic	annotatedStanceBothSides	annotatedStance
Barbara Saunders	3	0	Google and Wikipedia may allow incompetent researchers to produce a flurry of activity and a work product that looks like a substitute for research. However, Google and Wikipedia are not the root cause of bad research or students who don't know how to research. A student who understands the fundamental principles of research will use various tools appropriately to reach project goals. One thing that strikes me: some people who object to the use of online tools seem to have a hazing agenda. In my opinion, if a student researches well without the long nights in the stacks, or uses intelligent online tools and techniques to narrow down the reading list, that is a good thing.	4428222	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
poomakmak	1	0	i just saw a book published by UC Press. Written by UC Prof. Rehash of five essays written over eleven year period. Book simplified every topic discussed. No deep engagement. Perhaps the students do in fact learn from their profs. when writing papers.	4427271	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
bignybugs	5	0	I majored in European History in the mid 1970s. I remember having to request books which were not available at my college library from an inter-college library group of which my school was a part and then waiting for ever for the books to arrive. The internet is just a fabulous research tool. There is a lot more to it than just Wikipedia. You can find tons of original scanned documents, places to buy/borrow out-of-print books. How you use the resource is really the question. Students wrote plenty of garbage-y papers back in the day using encylopedias (even at a respectable college) and some of them managed to fool the professors as well.	4427214	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	true	false	Research papers are a useful excercise for college students
readandedit	2	0	The growth of technology does not negate the necessity for research papers and essays. When I taught high school English, the primary goal of the assignment was the development of the students' analytical/critical thinking skills. As the abundance of information increased on the Internet, my instruction included a discussion of acceptable sites for use in the preparation of a paper. As Matt, # 9, said, the problems described by Mr. Bauerlein would not occur with a carefully designed assignment. As for student use of cutting and pasting, in many high schools, students are required to submit papers electronically using a site, such as Turnitin.com, that identifies passages that students may have copied..	4427145	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
Janos Marton	10	0	I can't believe this is a serious topic of debate. I am less than a decade out of college, and certainly had access to Google when I was writing research papers, but no quality college-level research paper can be done without consulting at least several thorough books. If anything, such research papers are more critical now than ever, because people of all ages (not just young people) tend to defer to Wikipedia and other such sites as conventional wisdom, when in fact they are often simplistic accounts of complicated questions.	4425815	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
Marcus Patterson	2	0	I think that with the vast amount of resources available on the internet, it's vital that we continue to assign research papers. But, with the assigning of research papers, teachers and professors must ensure that they are teaching the proper critical reading and analytical skills with which to evaluate and utilise these resources. Given the extremely complex world in which we live, the ability to reason critically and vigorously couldn't be stressed enough. Assigning essays and the research paper would enable students to work with seeming volumes of sometimes contrasting information, come to a view, defend that view, and reconcile that view with differing ones - that's what we do everyday, and the ability to do it well is necessary to maintain a free-thinking, socially- and environmentally-responsible, democratic society.	4427718	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
edgar80	3	0	As a high school teacher of English for the past thirty five years, I believe we still need to teach students to have ideas that are supported with factual information. Notice, I said factual information. It is sad in our world today when the supporters of finding real information, librarians, have been systematically cut from school budgets. Many librarians have crossed the bridge to finding legitimate information in the digital world as well as printed materials. Only, now that we need verification of information, do we find a shortage of personnel who can teach that skill.	4427039	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
JJ	8	0	I agree unreservedly. There is nothing better than a research paper to uncover superficial uncritical thinking. Students must learn to digest, isolate and critically (!) evaluate the relevant information and then apply it to achieve the objective of their research topic lest the result will be unusable garbage. There is far too much misinformation out there in cyberspace as is. It is stunning how our society in a few short years has descended to a level on which we seriously consider senatorial candidates who dabble in witchcraft. We should make sure that our future scholars, engineers and scientists don't get sucked into the same maelstrom where fact and fiction become indistinguishable or our economy, society and planet will become extinct in a hurry. The only truth in the universe is the laws of nature and nobody is beyond those laws, even if our politicians by and large believe they are.	4426679	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
Common sense	30	0	The thesis of the intro to this debate is that essays somehow free up students' thinking while the rigidity of term papers is stultifying. It's been a long time since high school and college, but I believe that all term papers begin with a thesis, much like this debate did. And the goal of a term paper is to rigorously examine all evidence supporting and conflicting with that thesis to test its validity. An essay simply puts forth a thesis and allows for a highly selective examination of evidence to support it. I truly believe the rigor of the former is essential in essential to training young minds to think clearly. Perhaps if the Tea Party members had been called upon to write term papers on economics, the nation would have preserved its credit rating and avoided our second slow-down. They would have been incapable of supporting their fiction that giving tax breaks to billionaires uplifts people the 25% of this nation who are underemployed or out of work.	4426654	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
Tom McMahon	5	0	Actually the internest stands to make research even greater in depth more available to all on any given subject. Academic study, any research paper done today has international data avilable like never before. The internet is full of terrible information as well, undocumented, unproven and unreliable. However if used right one can learn as much with a computer and the internet as any university can teach. I have educated myself with the internet on a number of subjects I am interested in and can answer off the cuff questions regarding any of those given subjects with direct factual answers without rhetoric. If only all Americans felt the same urge to learn we as a nation would be in much better condition. ignorance is not bliss, it's anger, depression and a feeling of hopelessness Thomas McMahon Millis Ma	4426345	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
Marco Scalvini	7	0	I personally think that using arguments and evidence is central in any debate. However the nature of research changed with the advent of databases and google. Moreover the Internet has dramatically changed the way people discuss or just get information about public issues. Perhaps, it would be more helpful to teach students how to deal with digital tools more consciously. For example, when I was a TA, my supervisor gave to his undergraduate students a very original assignment: writing a wikipedia entry. Writing a Wikipedia article seems a simple task, it is a very challenging work because first of all it is an hypertext and references, quotations, link are central to prove both the entry is verifiable and well structured. Second, editors review all articles that are submitted and there is a group approval system to determine if content is published, or rejected in the case of plagiarism or poor quality.	4425625	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
Miskatonic	26	0	"""Are research papers a waste of time?"" Absolutely not! The internet may give students and scholars easy access to sources, but many of these sources are flawed or unreliable in some way. Now more than ever, students need to know how to sift through information to find reliable sources and well-constructed arguments. Writing a research paper is still the best way to do this. Select a paper topic that you find interesting or important. Read and evaluate 10-15 reputable sources related to your topic, and then build an argument that engages with and contributes to this existing research. This might not be the most exciting assignment in the world (depends on the topic, I suppose) but it teaches skills that every college graduate should have. Really, every high school graduate ought to have this training as well. But let's not ask for the moon!"	4425252	Mon Aug 29 00:00:00 CEST 2011	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?	/roomfordebate/2011/08/28/are-research-papers-a-waste-of-time	Research papers are a useful excercise for college students	Research papers are a useless excercise for college students	false	false	Research papers are a useful excercise for college students
Patrick Borunda	9	0	For the most part, I think the NYT Comments enterprise is one of the most worthwhile available domestically today. My other obligatory daily reads (WaPo and the often contemptible WSJ) eh, not so much. Yes, trolls are a problem and comments must be moderated to make any sense. I often learn more from the comments than I do from the source article and that is a very valuable contribution. I enjoy my reflecting on how the commenters may have gotten to their perspective. I don't need to agree...I just want to understand Having said that, I am rather curious about why the often thunderous commentary about the clear pro-Clinton and anti-Sanders endorsement by the Editorial Board and the partisan columns by people for whom my respect has diminished in recent months (Krugman and Blow, for example) seem to not deter or even enlighten their conversation. Please, Gail and Linda...don't go down that rabbit hole. At the end of the day...one of the casualties of the 2016 campaign may be the credibility of the Grey Lady.	18250051	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
California Girl	3	0	I enjoy reading the comments and usually learn as much or more so from the comments than from the article itself. Many of the comments are thoughtfully written and provider greater insight into the issue at hand. It would be a shame to eliminate the comments section in its entirety because of a few bad apples.	18248741	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Leonard Miller	1	0	"The comments can ""improve the quality of work as writers learn more about their readers..."" But not David Brooks who has admitted that he cannot deal with his readers' comments. There is a ""Gresham Law"" that applies to comment sections of various media whereby, over time, low quality or offensive comments drive away high quality commentators unless the media works hard to protect the quality of their comment section. The NYT is one of the few that successfully does it. The majority of comment sections deteriorate into the equivalent of debased currencies."	18247680	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have failed
Brian	4	0	I seldom read any column or analysis that does not allow comments. I join the others who say they often get more info and insight from the comments than the original piece. Moderating, at this stage in publishing, seems essential to diminish the troll effect. I would suggest a stated policy of allowing only one or two comments per article would also help. One need only go to WaPo to see why. Most comments sections contain over 1,000 posts and are filled with individuals posting scores of comments. Another idea would be to increase moderating and charge a higher subscription rate for the privilege of commenting. One could continue to allow all to read the comments, just charge for writing them. I would be willing to pay a few bucks a month more.	18247581	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Mary O	8	0	I find a lot of valuable information in the comments sections on the NYTimes. For the most part, the comments remain civil, and they are worth reading. Some commenters have even built up quite a following for their well-thought-out remarks. My Boston Globe subscription, not so much. The online comments are often vulgar and I usually don't bother reading them. Some of us aren't on social media -- I don't have a facebook or twitter account, and haven't seen the appeal of starting now. So the comment sections are still quite relevant to me!	18246959	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Dreamer	21	0	As many have already commented here, the comments section in NYT is really superb. Now that I am retired and have more time to devote to reading the articles in NYT online, I find that the comments are an excellent addition to the original articles. When I find some thoughtful and well-reasoned comments that have been 'recommended' a few hundred times or even a few thousand times, I say to myself, 'wow, that commenter really knows what he is talking about and it really resonates with so many people; and equally amazingly, so many people actually read the article and also the comments section! there must be a lot of thinking, intelligent people around; that is so comforting to contemplate.'	18246214	Mon Apr 18 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
achilles13	4	0	I hope this discussion isn;t some trial balloon to gauge public feeling about shutting down the comments section. There are sites where the comments are often crass, personal, ad hominem, abusive and so forth both to the author of the piece and other commenters, but I haven't found this to be true of the NYT, probably in part because of the staff that does the moderating. So, if you need a vote, consider this a vote in favor of continuation of a policy of allowing readers' comments. At least that way you know there's a world out there and someone is hearing the tree fall in the forest.	18256373	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Tim Straus	1	0	I read the NYT and WSJ every day and comment on both. The WSJ is a complete free for all with about 1/2 of the comments and 75% of the replies TROLL QUALITY. Despite this, I find some of the POV's quite interesting and actually broaden my perspective in that I generally do not agree, but find the points made interesting. The NYT moderates the comments section, so there is little TROLLISHNESS. And while I do appreciate not having to filter through the clutter of the WSJ, at times I do find it a bit sanitized. What's a publication to do???? I would publish all except for the most brutish that make no point other just calling a person or a party or a group an unflattering name.	18250364	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
PaulB	3	0	When publications allow totally anonymous comments, chaos follows. One gets the feeling that comments are posted by dirty old men in the basement, or 14-year-old dropouts. The NY Times does it right, despite some obvious flaws, such as rewarding quick posting regulars who often set the tone for subsequent commentary. Yet on issues such as North Carolina's egregious HB2, comments from around the world are illuminating and revealing, which adds context, flavor and perspective to the original article. That's a good thing.	18248396	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have failed
Sequel	4	0	I prefer to know how many people are responding to a Times article in a manner that would please Nazi's and racists and homophobes. I prefer to know why they think such horrifying things, and how deeply they feel about it. And I really appreciate seeing how people hasten to tell them they are seriously wrong. I don't feel that I am in any danger of absorbing horrific ideas simply by hearing them. I would call that a bogus social theory. The converse of the idea that social engineering of permissible ideas is a good thing, is that people respond better if only exposed to approved ideas. That's just as bad.	18247485	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
merc	5	0	After reading so many Bernie Supporter comments and how they are filled with so much hatred and spin and lies about Hillary Clinton, I can live without them. Especially when you take into consideration that a year ago most didn't know Bernie Sanders from Colonel Sanders And all they do is regurgitate what they hear from Sanders any his rallies. And I believe Sanders has been able to take advantage of the Comments Section because he knows his supporters will recite that same false innuendo he uses to sway audiences' opinions.	18247035	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have failed
Kathryn Cox	4	0	I look forward to reading comments in the NYT's and for the most part, I'm on board and learn from many of the commenters both regular and occasional. On occasion, I've attempted to read comments on other news sites and find that many of them contain back and forth banter for lack of a better word between two people with little input from others. This gets old rather quickly. I choose to read the intelligent and well thought out comments both from the left and right. I do lean more to those comments that lean more to the left. I subscribe to the paper but do check out the editorials and opinion pieces on line just to see what some of my favorite commenters have to say.	18247033	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Tom	4	0	"The problem that I'm having at this moment is that there is a saying, ""those that control the vote controls the election."" The same thing thing can apply to a blog like Paul K. and the NYT, who has endorsed HC. Are thumbs up or down being controlled in favored of the person that they have endorsed? Are comments being generated in favor in the person that they have endorsed? I'v been reading PK and the NYT since the start of Berrnie Sanders run for POTUS and most of it posting was for BS with thumbs up ranging from 200 to 500 thumbs up. Then a couple weeks ago a almost complete shift from BS to HC, with HC thumbs up in the hundreds? Maybe it's just me, but it appears the comments are being manufactured lately in HC favor? So, if you control the vote,you control the election, and if you control the blog and the comment section more than likely you control the final thought process ."	18246850	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have failed
MAL	6	0	I comment reasonably frequently and also read a lot more than I would otherwise because of the comments. Mostly I feel the Times does a decent job moderating the comments, although I often notice the same pro-Hillary bias in many of the NYT picks as opposed to the Reader's Picks. (Anecdotally, this bias in the picks seems to be diminishing.) I also agree that many commenters are predictable, but because of their status, make it to the front of the line. I wonder if more courageous columnists might be willing to directly take on points that commenters raise. I feel that there is an awful lot of repetition of memes by columnists that have been discredited, such as Sanders's supposed pro-gun positions, when in fact he has a D minus rating from the NRA. Often it is commenters who bring these up, and columnists never address them. While I know you can't write a column by committee, I think a columnist that occasionally addressed specific, thoughtful reactions to his/her columns could bring in a lot of readers, and make readers feel they are listened to by the Times.	18246663	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
michael kittle	9	0	As a former psychologist and career counselor, I am interested in encouraging forms of expression that reinforce good mental health. On line commenting has been over taken, sabotaged, and abused with a high percentage of mentally unhealthy abusive speech. This one negative aspect is significant enough to justify abolishing commenting. This unhealthy behavior does not serve as a safety valve but rather encourages self destructive ruminating that can explode in violence. Time to bite the bullet and give up on both moderated and unmoderated online comments!	18242693	Mon Apr 18 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have failed
Dean	65	0	I am a lifelong reader of the NYT and its comments sections are invaluable to me. As others have said, I often learn as much from the comments as I do from the original article; and I enjoy and appreciate the points of view of other informed readers, even those with whom I disagree, without wading through pages of muck. Yes, I know the NYT's heavy moderation is time-consuming and expensive -- but I believe it has paid off. I would spend much less time reading the NY Times if it did not have its thoughtfully moderated comments. Personally, I think this is a major reason why, unlike so many established newspapers, the NYT seems to be thriving in today's digital world with its online editions.	18241371	Mon Apr 18 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Harry	47	0	I find the comment section indispensable especially when reading an opinion piece in culling the purported facts with other website links, pointing out sloppy reasoning or offering an alternative opinion. Sometimes an article is not complete without the comment section, it is an alternate universe of editors, and though this maybe disconcerting for the authors, I have to imagine it makes them better journalists and writers.	18240881	Mon Apr 18 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Ronald Williams	26	0	Comment is the most important part of the news for me. I have views that are worthy and am frustrated when I cannot publish them. I've never had any part of a comment rejected by NYTimes or any other publication, but realize comments must be policed for obscenity.	18240662	Mon Apr 18 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Judy	2	0	Foreign agents may use the comments section to make it appear that the American public has opinions that are favorable to the foreign country they represent. I believe this was particularly true for comments on articles about Ukraine and the Russian backed separatists. It seemed to me that many commenters and those who recommended their comments were RT writers or Kremlinbots using pseudonyms.	18258937	Wed Apr 20 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have failed
kj2008	5	0	Sorry, I'd feel uneasy if I had to use my real name for EVERYTHING online. People could find me fairly easily, maybe even track me down at work. Besides, I kind of like using a name online that doesn't indicate whether I'm male or female. Thanks to good moderating, we can have useful and interesting discussions on here.	18250883	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Abbott Hall	1	0	The quality of reporting and the general knowledge of writers and editors has markedly decreased in the past 30 years. Many of the commentators are more intelligent and knowledgable than the beat reporters and the columnists. Of course, many comments are of low quality and often historically ignorant but that is more than compensated for by the ones that are of very high quality. Democracy needs a comments section.	18249925	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Dan Frazier	1	0	The Internet would be a vastly different place if we could somehow do away with anonymity. But would it actually be a better place? In our very polarized world, many people are understandably reluctant to speak out on controversial issues, unless they can do so anonymously. If we want to know what people really think, we need to let them speak anonymously. So long as there has been written communication, people have had that ability, and maybe that right. Before that, people threw rocks under cover of darkness to get their point across. I understand the temptation to demand that people use their real identities, but it seems almost impossible to do in the real world. Even if you ask for a scan of my driver's license, you can't be sure it is really my license, or be sure that it has not been altered.	18249267	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Tuvw Xyz	1	0	Readers' comments are a boon the advertising revenue of the paper: from an advertiser's point of view, a large number of comments indicates that the paper is read by many, therefore it is a fertile ground for placing ads in it. As to who writes anonymous comments: readers like Nightwood MI 5 minutes ago, who feel threatened; people like myself, whose pseudonym became their alter ego; people who want to share their views with others; and people who want to surprise or even shock the Pharisee reader by unconventional ideas.	18249223	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
microbio	2	0	i assume the 'microbio' declares my background and competence and avoids unpleasantries known to have occurred to others in the current highly polarized environment. One's argument , if it has merit, should be more important than the name of the person who wrote it. I understand that well thought out ideas and even humor will be remembered longer than a rant and trust the NYT editors will view those with lasting value favorably in their posting decisions.	18248824	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Sam I Am	5	0	Real-name attribution shouldn't be the rule, at least on this site. As it stands, all NY Times commenters are known by their real names by the NY Times. Since the NY Times can suspend or terminate commenting privileges, this private real-name attribution does 95% of the job in ensuring online civility. Making everyone go by the real name publicly would enhance online civility but at too high a price. I use a pseudonym not because of fear of attribution by people I know, but because I don't wish to become the target of trolls in the real world. I have a name, a profession, a home and a family that doesn't need trolling by haters who object to my views. Yet I'd still like to participate in the public discussion. Frankly, I'm amazed that so many people willingly embrace notoriety through the NY Times comment board. I've often wondered what repercussions a Rima Rigas (for example) experiences in the real world. I think everyone should have a pseudonym, and we should rely on the NY Times to suspend and ban the trolls.	18248158	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Ferrington	1	0	The NYT monitors its comments and avoids the problem. Not all media outlets are in a position to do this. I find the comments useful and interesting as a gauge of how NYT folks are responding to the various ideas found on its pages.	18248041	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
john	1	0	Newspapers editorialize about all sorts of things over which they have no control or influence, then they allow unnamed commenters to make hateful or libelous statements, which is well within their control. Printed letters to the editor and public comments at public meetings require a real name. Shameful that so many media outlets have caved in to this for the sake of clicks.	18247891	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have failed
Tim McCoy	5	0	Mr. Wolf sounds as if he would have castigated Mark Twain, and George Sand for using pseudonyms. The fictitious nom de plume is an old and venerable way for writers to express themselves. The actual solution is the one the New York Times employs. Editing irrational or vitriolic commentary, rather than publishing everything, afraid of offending a subscriber here and there if they don't. Instead of threatening to throw out the baby with the bathwater as an alternative, or subjecting the commentariat to TSA type scrutiny before allowing our opinions to be published.	18247674	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
Ian Maitland	1	0	A great idea that I have implemented in my own case over 5 or more years of commenting. Have I been called names? So what? I agree that it might be wise to permit exceptions. But I fear the exceptions would quickly begin to swallow the rule. I take anonymous comments less seriously than ones that disclose the poster's name -- though, granted, it is not always easy to tell them apart.	18247268	Tue Apr 19 00:00:00 CEST 2016	Have Comment Sections Failed?	In recent years, many media companies have disabled them because of widespread abuse and obscenity.	/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed	Comment sections have failed	Comment sections have not failed	false	false	Comment sections have not failed
