	What Makes 'Natural' Natural?	"Should the F.D.A. restrict use of the word ""natural"" on food labels?"	"Restrict use of the word ""natural"" on food labels"	"Do not restrict use of the word ""natural"" on food labels"	should-the-fda-regulate-the-use-of-natural-on-food-products-15
x	Should Jurors Decide What's Newsworthy?	Does letting judges or juries decide what is newsworthy and what is an invasion of privacy violate the principles of the First Amendment?			should-the-gawker-hulk-hogan-jurors-decide-whats-newsworthy
	Should the Government Grade Colleges?	Should the government rate colleges to hold them accountable for graduation rates, student debt and access for the poor and minorities?	Government should grade colleges	Government should not grade colleges	should-the-government-grade-colleges
x	Should the Government Impose Drug Price Controls?	Is tougher action needed to ensure that Americans can afford the medications they need?			should-the-government-impose-drug-price-controls
	Should the School Day Be Longer?	While more time in the classroom may benefit children from disadvantaged backgrounds, is it right for everyone?	School day should be longer	School day should not be longer	should-the-school-day-be-longer
	Should the U.S. Keep Selling Arms to Taiwan?	The U.S. approved a $5.8 billion arms sale to Taiwan over China's protests. What are the consequences?	Keep selling arms to Taiwan	Stop selling arms to Taiwan	should-the-us-continue-selling-arms-to-taiwan
	Should the U.S. Embassy Be Moved From Tel Aviv to Jerusalem?	The location has long been a diplomatic thorn in the American-Israeli relationship.	The U.S. Embassy should be moved from Tel Aviv to Jerusalem	The U.S. Embassy should not be moved from Tel Aviv to Jerusalem	should-the-us-embassy-be-moved-from-tel-aviv-to-jerusalem
	Should the U.S. Give Up Oversight of Internet Addresses?	A planned move to transfer control of domain names is vigorously opposed by Senator Ted Cruz and others.	he U.S. should give up oversight of internet addresses	he U.S. should not give up oversight of internet addresses	should-the-us-give-up-oversight-of-internet-addresses
x	Should the U.S. Leave Afghanistan Now?	With support for the American effort in Afghanistan dropping here and there, why wait until 2014 to leave?			should-the-us-leave-afghanistan-now
	Hitting 'Restart' With Cuba	Should the U.S. lift sanctions and establish diplomatic relations with Cuba?	The U.S. should lift sanctions with Cuba	The U.S. should not lift sanctions with Cuba	should-the-us-normalize-relations-with-cuba
	Should the U.S. Work With Assad to Fight ISIS?	Is the militant group such a threat to the United States that working with the despised Syrian dictator would be in the national interest?	The U.S. should work with Assad to fight ISIS	The U.S. should not work with Assad to fight ISIS	should-the-us-work-with-assad-to-fight-isis
x	You Pay the Toll. Where Should That Money Go?	Should revenue from toll roads be spent on other transportation priorities, like public transit?			should-toll-road-revenue-be-used-for-other-projects
x	Should Trump Be Allowed to Kick Protesters Out of His Rallies?	Are demonstrators abridging his right to free speech or is he aggressively abridging theirs?			should-trump-be-allowed-to-kick-protesters-out-of-his-rallies
x	Should U.S. Troops Fight the War on Drugs?	Should the military be involved in the war on drugs and does military involvement in poor countries with weak governments destablize them?			should-us-troops-fight-the-war-on-drugs
	Should Voting Be a Constitutional Right?	Should a constitutional amendment guarantee the right to vote, to fend off efforts that inhibit and restrict voting?	Voting should be a constitutional right	Voting should not be a constitutional right	should-voting-in-an-election-be-a-constitutional-right
	Should Voting Be Mandatory?	Or are there already too many people casting ballots?	Voting should be mandatory	Voting should not be mandatory	should-voting-in-the-us-be-mandatory-14
x	Should We Care if Our Politicians Avoided the Draft?	Donald Trump received five draft deferments during Vietnam. Does military service matter?			should-we-care-if-our-politicians-avoided-the-draft
	Should We Manipulate Our Dreams?	Nightmares have been seen variously as omens or sources of self-knowledge. Should we replace them with happier dreams?	We should manipulate our dreams	We should not manipulate our dreams	should-we-manipulate-our-dreams
	Should We Stop Taxing Capital Gains?	Would eliminating taxes on investment and savings help the economy grow or simply create more inequality?	Stop taxing capital gains	Do not stop taxing capital gains	should-we-stop-taxing-capital-gains
	Should Women Delay Motherhood?	Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond?	Women should delay motherhood	Women should not delay motherhood	should-women-delay-motherhood
x	Female Soldiers in Combat	What factors should the secretary of defense consider in deciding which positions, if any, should be kept off limits to women in the military?			should-women-serve-in-combat-roles
x	Should Workplaces Curtail E-Mail?	What if employees spent more time talking on the phone or in person, or sent text messages?			should-workplaces-ban-e-mail-37
x	To Nap or Not to Nap	Should Americans take more naps? Would they be more productive if they did?			to-nap-or-not-to-nap
	To Tip or Not to Tip	Should restaurants do away with tipping?	To tip	Not to tip	to-tip-or-not-to-tip
x	Was the E.R.A.'s Defeat Really a Loss for Feminism?	Supreme Court rulings have recognized principles of equality that the amendment was to have enforced.			was-the-eras-defeat-really-a-loss-for-feminism
	Will 3-D Printing Change the World?	For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives.	3-D printing will change the world	3-D printing will not change the world	will-3-d-printers-change-the-world
	Will Amazon Kill Off Publishers?	What happens when more writers have the option of a one-stop shop: agent, publisher and bookseller.	Amazon will kill off publishers	Amazon will not kill off publishers	will-amazon-kill-off-book-publishers
x	Will Crime Rise if More People Are Kept Out of Prison?	Are we moving too fast to embrace limits on incarceration? Can diversion measures actually increase the risk of crime?			will-crime-rise-if-more-people-are-kept-out-of-prison
x	Recording Our Lives in 2012	How important is it to do archive or write about our lives, and what is the best way to go about it when there are so many options and so little time?			will-diaries-be-published-in-2050
	Will Electric Cars Finally Succeed?	Are plug-in cars the future, or will high cost and other technologies eclipse their promise?	Electric cars will succeed	Electric cars will not succeed	will-electric-cars-finally-succeed
	Will Greece Destroy the Euro Zone?	The collapse of the Papandreou government may undo European efforts to restructure debt and hold the union together.	Greece will destroy the Euro Zone	Greece will not destroy the Euro Zone	will-greece-destroy-the-euro-zone
x	The First Church of Facebook	Can online communities like Jesus Daily take the place of offline religious life, like what happens at synagogues and churches?			will-online-faith-communities-replace-churches
x	Will Regulating E-Cigarettes Mean Fewer Will Quit Smoking?	The British approve of electronic cigarettes. The U.S. doesn't. How will the F.D.A.'s decision affect anti-smoking efforts?			will-regulating-e-cigarettes-mean-fewer-will-quit-smoking
x	Would We Be Safer if Fewer Were Jailed?	Can the use of jails be reformed to reduce the number of inmates without increasing society's risks?			would-we-be-safer-if-fewer-were-jailed
x	You Must Be 21 to Drink?	Dartmouth College has decided to ban hard liquor from campus. But is that the best way to deal with underage drinking?			you-must-be-21-to-drink
